"Url","FinalUrl","Status","ContentType","Title","H1","MetaDescription","Type","MigrationAction","SuggestedTarget","Note","InternalLinkCount","Error"
"https://www.arctic-spas.cz/podlaha-virivky.php","https://www.arctic-spas.cz/podlaha-virivky.php","200","text/html","Podlaha Forever Floor - vířivky Arctic Spas","Podlaha Forever Floor™ Vestavěný základ.","Venkovní vířivky vyrobené v Kanadě určené pro nejdrsnější klima na světě. Popis podlahy vířivky.","content_page","review_migrate_page","","Obsahova stranka; klasifikovat v migracni mape.","111",""
"https://www.arctic-spas.cz/potrubi.php","https://www.arctic-spas.cz/potrubi.php","200","text/html","Hadice a potrubí - Arctic Spas","Hadice Reflex Torsion Hose © ve vířivkách Arctic","Venkovní vířivky vyrobené v Kanadě určené pro nejdrsnější klima na světě. Popis používaných hadic ve vířivkách Arctic Spas.","content_page","review_migrate_page","","Obsahova stranka; klasifikovat v migracni mape.","111",""
"https://www.arctic-spas.cz/prislusenstvi-doplnky.php","https://www.arctic-spas.cz/prislusenstvi-doplnky.php","200","text/html","Příslušenství k vířivkám","Příslušenství a další sortiment","Venkovní i vnitřní luxusní vířivky ARCTIC SPAS. Vhodné příslušenství a doplňky pro venkovní vířivky.","product_other_sortiment","review_product_or_external","","Sirsi sortiment; overit full detail vs. landing/external shop.","86",""
"https://www.arctic-spas.cz/prodejna-bazeny-virivky.php","https://www.arctic-spas.cz/prodejna-bazeny-virivky.php","200","text/html","Prodejna vířivek","Showroom vířivek a bazénů","BASPA s.r.o. - vzorková prodejna bazénů, vířivek a příslušenství. Prodej vířivek Brno.","content_page","review_migrate_page","","Obsahova stranka; klasifikovat v migracni mape.","92",""
"https://www.arctic-spas.cz/sauny.php","https://www.arctic-spas.cz/sauny.php","200","text/html","Luxusní finské sauny","Sauny","Luxusní sauny na míru. Finské sauny i infrakabiny dělané na míru dle vaših požadavků.","product_other_sortiment","review_product_or_external","","Sirsi sortiment; overit full detail vs. landing/external shop.","89",""
"https://www.arctic-spas.cz/sds.php","https://www.arctic-spas.cz/sds.php","200","text/html","SDS silná masáž, terapie - Arctic Spas","Super Duper ve vířivkách Arctic","Venkovní vířivky vyrobené v Kanadě určené pro nejdrsnější klima na světě. Komfort a hydroterapie ve vířivce.","content_page","review_migrate_page","","Obsahova stranka; klasifikovat v migracni mape.","112",""
"https://www.arctic-spas.cz/servis.php","https://www.arctic-spas.cz/servis.php","200","text/html","Servis vířivek Arctic Spas","Servis vířivek Arctic Spas","Vířivky Arctic Spas. Stránka servisu vířivek Arctic Spas, kontaktní formulář.","content_page","review_migrate_page","","Obsahova stranka; klasifikovat v migracni mape.","83",""
"https://www.arctic-spas.cz/servisni-pristup.php","https://www.arctic-spas.cz/servisni-pristup.php","200","text/html","Servisní přístup - Arctic Spas","Servisní přístup","Venkovní vířivky vyrobené v Kanadě určené pro nejdrsnější klima na světě. Servisní přístup pro případný servis či upgrade vířivky.","content_page","review_migrate_page","","Obsahova stranka; klasifikovat v migracni mape.","112",""
"https://www.arctic-spas.cz/servisni-pristup-core.php","https://www.arctic-spas.cz/servisni-pristup-core.php","200","text/html","Servisní přístup - Arctic Spas","Servisní přístup","Venkovní vířivky vyrobené v Kanadě určené pro nejdrsnější klima na světě. Servisní přístup pro případný servis či upgrade vířivky.","content_page","review_migrate_page","","Obsahova stranka; klasifikovat v migracni mape.","112",""
"https://www.arctic-spas.cz/skorepina-elastocast.php","https://www.arctic-spas.cz/skorepina-elastocast.php","200","text/html","Skořepina Elastocast - Arctic Spas","Samonosná skořepina Elastocast","Venkovní vířivky vyrobené v Kanadě určené pro nejdrsnější klima na světě. Popis skořepiny vířivky.","content_page","review_migrate_page","","Obsahova stranka; klasifikovat v migracni mape.","112",""
"https://www.arctic-spas.cz/skorepina-virivky.php","https://www.arctic-spas.cz/skorepina-virivky.php","200","text/html","Skořepina vířivky - Arctic Spas","Samonosná kompozitní skořepina s doživotní zárukou","Venkovní vířivky vyrobené v Kanadě určené pro nejdrsnější klima na světě. Popis skořepiny vířivky.","content_page","review_migrate_page","","Obsahova stranka; klasifikovat v migracni mape.","111",""
"https://www.arctic-spas.cz/skyfall.php","https://www.arctic-spas.cz/skyfall.php","200","text/html","Mlžný vodopád s LED podsvětlením","Mlžný vodopád Skyfall ®","Venkovní vířivky vyrobené v Kanadě určené pro nejdrsnější klima na světě. Skyfall je mlžný vodopád jako příplatkové příslušenství.","content_page","review_migrate_page","","Obsahova stranka; klasifikovat v migracni mape.","112",""
"https://www.arctic-spas.cz/sluzby.php","https://www.arctic-spas.cz/sluzby.php","200","text/html","Prodej a servis vířivek","Naše služby","Nabídka našich služeb pro váš komfort jak při nakupování, tak při používání vířivky.","content_page","review_migrate_page","","Obsahova stranka; klasifikovat v migracni mape.","90",""
"https://www.arctic-spas.cz/spa-boy.php","https://www.arctic-spas.cz/spa-boy.php","200","text/html","SpaBoy - automatická dezinfekce slané vody","Automatická péče o vodu Spa Boy™","Venkovní vířivky vyrobené v Kanadě určené pro nejdrsnější klima na světě. Automatická dezinfekce slané vody ve vířivce.","content_page","review_migrate_page","","Obsahova stranka; klasifikovat v migracni mape.","116",""
"https://www.arctic-spas.cz/stavebni-pripravenost.php","https://www.arctic-spas.cz/stavebni-pripravenost.php","200","text/html","Stavební příprava pro vířivky Arctic Spas","Stavební připravenost pro vířivky Arctic Spas","Stavební připravenost pro venkovní vířivky Arctic Spas. Popis podmínek jak stavebních, tak elektro přípojky.","content_page","review_migrate_page","","Obsahova stranka; klasifikovat v migracni mape.","96",""
"https://www.arctic-spas.cz/svetla.php","https://www.arctic-spas.cz/svetla.php","200","text/html","Osvětlení vířivky","Osvětlení vířivky LED","Venkovní vířivky vyrobené v Kanadě určené pro nejdrsnější klima na světě. Osvětlení vířivky, možnosti.","content_page","review_migrate_page","","Obsahova stranka; klasifikovat v migracni mape.","111",""
"https://www.arctic-spas.cz/termokryt-virivky.php","https://www.arctic-spas.cz/termokryt-virivky.php","200","text/html","Termokryt Mylovac - vířivky Arctic Spas","Mylovac™ Nejlepší termokryt na světě.","Venkovní vířivky vyrobené v Kanadě určené pro nejdrsnější klima na světě. Popis termokrytu vířivky.","content_page","review_migrate_page","","Obsahova stranka; klasifikovat v migracni mape.","111",""
"https://www.arctic-spas.cz/termokryt-virivky-core.php","https://www.arctic-spas.cz/termokryt-virivky-core.php","200","text/html","Termokryt Vacseal - vířivky Arctic Spas","Termokryt vířivky","Venkovní vířivky vyrobené v Kanadě určené pro nejdrsnější klima na světě. Popis termokrytu vířivky.","content_page","review_migrate_page","","Obsahova stranka; klasifikovat v migracni mape.","113",""
"https://www.arctic-spas.cz/topne-teleso.php","https://www.arctic-spas.cz/topne-teleso.php","200","text/html","Ohřev vody - topné těleso - Arctic Spas","Ohřev Titanium™","Venkovní vířivky vyrobené v Kanadě určené pro nejdrsnější klima na světě. Popis ohřevu ve vířvkách Arctic Spas.","content_page","review_migrate_page","","Obsahova stranka; klasifikovat v migracni mape.","112",""
"https://www.arctic-spas.cz/trysky.php","https://www.arctic-spas.cz/trysky.php","200","text/html","Rotační trysky - Arctic Spas","Trysky Pepperleaf Pulse™","Venkovní vířivky vyrobené v Kanadě určené pro nejdrsnější klima na světě. Popis používaných trysek ve vířivkách Arctic Spas.","content_page","review_migrate_page","","Obsahova stranka; klasifikovat v migracni mape.","112",""
"https://www.arctic-spas.cz/trysky-core.php","https://www.arctic-spas.cz/trysky-core.php","200","text/html","Rotační trysky - Arctic Spas","Trysky Pepperleaf Pulse™","Venkovní vířivky vyrobené v Kanadě určené pro nejdrsnější klima na světě. Popis používaných trysek ve vířivkách Arctic Spas.","content_page","review_migrate_page","","Obsahova stranka; klasifikovat v migracni mape.","112",""
"https://www.arctic-spas.cz/trysky-ripple.php","https://www.arctic-spas.cz/trysky-ripple.php","200","text/html","Trysky Ripple - Arctic Spas","Trysky Ripple Jet nové nízkoprofilové trysky","Venkovní vířivky vyrobené v Kanadě určené pro nejdrsnější klima na světě. Popis používaných trysek ve vířivkách Arctic Spas řady Custom","content_page","review_migrate_page","","Obsahova stranka; klasifikovat v migracni mape.","113",""
"https://www.arctic-spas.cz/uprava-vody.php","https://www.arctic-spas.cz/uprava-vody.php","200","text/html","Úprava vody ve vířivkách","Základy úpravy vody ve vířivce","Úprava vody ve vířivkách, dezinfekce, filtrace, bazénová chemie.","content_page","review_migrate_page","","Obsahova stranka; klasifikovat v migracni mape.","95",""
"https://www.arctic-spas.cz/variabilita.php","https://www.arctic-spas.cz/variabilita.php","200","text/html","Varianty vířivek - Arctic Spas","Variabilita výběr možností bez kompromisu","Venkovní vířivky vyrobené v Kanadě určené pro nejdrsnější klima na světě. Až 2,4 miliónu kombinací na výběr.","content_page","review_migrate_page","","Obsahova stranka; klasifikovat v migracni mape.","111",""
"https://www.arctic-spas.cz/venkovni-virivky-arctic-vyhody.php","https://www.arctic-spas.cz/venkovni-virivky-arctic-vyhody.php","200","text/html","Výhody venkovních vířivek Arctic Spas","Výhody venkovních vířivek a swimspa Arctic","Venkovní i vnitřní luxusní vířivky ARCTIC SPAS. Kanadské vířivky pro nejdrsnější klima na světě.","content_page","review_migrate_page","","Obsahova stranka; klasifikovat v migracni mape.","89",""
"https://www.arctic-spas.cz/virivka-aurora.php","https://www.arctic-spas.cz/arctic-virivky.php#core","200","text/html","Venkovní vířivky Arctic Spas","Venkovní vířivky Arctic Spas","Venkovní i vnitřní luxusní vířivky ARCTIC SPAS. Seznam modelů a jejich půdorysné fotografie pro jednoduchou orientaci. Třídění podle velikosti.","retired","redirect_only","/virivky/","Nemigrovat jako aktivni produkt podle briefu; zachytit kvuli SEO/UX.","122",""
"https://www.arctic-spas.cz/virivka-cub.php","https://www.arctic-spas.cz/virivka-cub.php","200","text/html","Vířivka Cub - Arctic Spas - řada Custom","Venkovní vířivka Cub","Venkovní vířivky vyrobené v Kanadě určené pro nejdrsnější klima na světě. Model vířivky Cub. Popis, parametry, vybavení.","product_hot_tub","migrate_product","","Aktivni virivka.","217",""
"https://www.arctic-spas.cz/virivka-eagle.php","https://www.arctic-spas.cz/virivka-eagle.php","200","text/html","Vířivka Eagle - Arctic Spas - řada Classic","Venkovní vířivka Eagle","Venkovní vířivky vyrobené v Kanadě určené pro nejdrsnější klima na světě. Model vířivky Eagle. Popis, parametry, vybavení.","product_hot_tub","migrate_product","","Aktivni virivka.","196",""
"https://www.arctic-spas.cz/virivka-ellesmere.php","https://www.arctic-spas.cz/arctic-virivky.php#core","200","text/html","Venkovní vířivky Arctic Spas","Venkovní vířivky Arctic Spas","Venkovní i vnitřní luxusní vířivky ARCTIC SPAS. Seznam modelů a jejich půdorysné fotografie pro jednoduchou orientaci. Třídění podle velikosti.","retired","redirect_only","/virivky/","Nemigrovat jako aktivni produkt podle briefu; zachytit kvuli SEO/UX.","122",""
"https://www.arctic-spas.cz/virivka-fox.php","https://www.arctic-spas.cz/virivka-fox.php","200","text/html","Vířivka Arctic Fox - Arctic Spas - řada Custom","Venkovní vířivka Arctic Fox","Venkovní vířivky vyrobené v Kanadě určené pro nejdrsnější klima na světě. Model vířivky Arctic Fox. Popis, parametry, vybavení.","product_hot_tub","migrate_product","","Aktivni virivka.","215",""
"https://www.arctic-spas.cz/virivka-frontier.php","https://www.arctic-spas.cz/virivka-frontier.php","200","text/html","Venkovní vířivky Arctic Spas","Venkovní vířivky Arctic Spas","Venkovní i vnitřní luxusní vířivky ARCTIC SPAS. Seznam modelů a jejich půdorysné fotografie pro jednoduchou orientaci. Třídění podle velikosti.","content_page","review_migrate_page","","Obsahova stranka; klasifikovat v migracni mape.","122",""
"https://www.arctic-spas.cz/virivka-grizzly.php","https://www.arctic-spas.cz/arctic-virivky.php#core","200","text/html","Venkovní vířivky Arctic Spas","Venkovní vířivky Arctic Spas","Venkovní i vnitřní luxusní vířivky ARCTIC SPAS. Seznam modelů a jejich půdorysné fotografie pro jednoduchou orientaci. Třídění podle velikosti.","retired","redirect_only","/virivky/","Nemigrovat jako aktivni produkt podle briefu; zachytit kvuli SEO/UX.","122",""
"https://www.arctic-spas.cz/virivka-husky.php","https://www.arctic-spas.cz/virivka-husky.php","200","text/html","Vířivka Husky - Arctic Spas - řada Core","Venkovní vířivka Husky","Venkovní vířivky vyrobené v Kanadě určené pro nejdrsnější klima na světě. Model vířivky Husky. Popis, parametry, vybavení.","product_hot_tub","migrate_product","","Aktivni virivka.","182",""
"https://www.arctic-spas.cz/virivka-klondiker.php","https://www.arctic-spas.cz/virivka-klondiker.php","200","text/html","Vířivka Klondiker - Arctic Spas - řada Custom","Venkovní vířivka Klondiker","Venkovní vířivky vyrobené v Kanadě určené pro nejdrsnější klima na světě. Model vířivky Klondiker. Popis, parametry, vybavení.","product_hot_tub","migrate_product","","Aktivni virivka.","218",""
"https://www.arctic-spas.cz/virivka-kodiak.php","https://www.arctic-spas.cz/virivka-kodiak.php","200","text/html","Vířivka Kodiak - Arctic Spas - řada Custom","Venkovní vířivka Kodiak","Venkovní vířivky vyrobené v Kanadě určené pro nejdrsnější klima na světě. Model vířivky Kodiak. Popis, parametry, vybavení.","product_hot_tub","migrate_product","","Aktivni virivka.","218",""
"https://www.arctic-spas.cz/virivka-lunar.php","https://www.arctic-spas.cz/virivka-lunar.php","200","text/html","Vířivka Lunar - Arctic Spas - řada Core","Venkovní vířivka Lunar","Modelová řada Core je esencí základních hodnot značky Arctic Spas. Model vířivky Lunar. Popis, parametry, vybavení.","product_hot_tub","migrate_product","","Aktivni virivka.","182",""
"https://www.arctic-spas.cz/virivka-mckinley.php","https://www.arctic-spas.cz/virivka-mckinley.php","200","text/html","Vířivka McKinley - Arctic Spas - řada Classic","Venkovní vířivka McKinley","Venkovní vířivky vyrobené v Kanadě určené pro nejdrsnější klima na světě. Model vířivky McKinley. Popis, parametry, vybavení.","product_hot_tub","migrate_product","","Aktivni virivka.","196",""
"https://www.arctic-spas.cz/virivka-mustang.php","https://www.arctic-spas.cz/virivka-mustang.php","200","text/html","Vířivka Mustang - Arctic Spas - řada Classic","Venkovní vířivka Mustang","Venkovní vířivky vyrobené v Kanadě určené pro nejdrsnější klima na světě. Model vířivky Mustang. Popis, parametry, vybavení.","product_hot_tub","migrate_product","","Aktivni virivka.","196",""
"https://www.arctic-spas.cz/virivka-orca.php","https://www.arctic-spas.cz/arctic-virivky.php#core","200","text/html","Venkovní vířivky Arctic Spas","Venkovní vířivky Arctic Spas","Venkovní i vnitřní luxusní vířivky ARCTIC SPAS. Seznam modelů a jejich půdorysné fotografie pro jednoduchou orientaci. Třídění podle velikosti.","retired","redirect_only","/virivky/","Nemigrovat jako aktivni produkt podle briefu; zachytit kvuli SEO/UX.","122",""
"https://www.arctic-spas.cz/virivka-orion.php","https://www.arctic-spas.cz/virivka-orion.php","200","text/html","Vířivka Orion - Arctic Spas - řada Core","Venkovní vířivka Orion","Modelová řada Core je esencí základních hodnot značky Arctic Spas. Model vířivky Orion. Popis, parametry, vybavení.","product_hot_tub","migrate_product","","Aktivni virivka.","182",""
"https://www.arctic-spas.cz/virivka-summit.php","https://www.arctic-spas.cz/virivka-summit.php","200","text/html","Vířivka Summit - Arctic Spas - řada Custom","Venkovní vířivka Summit","Venkovní vířivky vyrobené v Kanadě určené pro nejdrsnější klima na světě. Model vířivky Summit. Popis, parametry, vybavení.","product_hot_tub","migrate_product","","Aktivni virivka.","219",""
"https://www.arctic-spas.cz/virivka-summit-xl.php","https://www.arctic-spas.cz/virivka-summit-xl.php","200","text/html","Vířivka Summit XL - Arctic Spas - řada Custom","Venkovní vířivka Summit XL","Venkovní vířivky vyrobené v Kanadě určené pro nejdrsnější klima na světě. Model vířivky Summit XL. Popis, parametry, vybavení.","product_hot_tub","migrate_product","","Aktivni virivka.","218",""
"https://www.arctic-spas.cz/virivka-timberwolf.php","https://www.arctic-spas.cz/virivka-timberwolf.php","200","text/html","Vířivka Timberwolf - Arctic Spas - řada Classic","Venkovní vířivka Timberwolf","Venkovní vířivky vyrobené v Kanadě určené pro nejdrsnější klima na světě. Model vířivky Timberwolf. Popis, parametry, vybavení.","product_hot_tub","migrate_product","","Aktivni virivka.","196",""
"https://www.arctic-spas.cz/virivka-totem.php","https://www.arctic-spas.cz/virivka-totem.php","200","text/html","Vířivka Totem - Arctic Spas - řada Classic","Venkovní vířivka Totem","Venkovní vířivky vyrobené v Kanadě určené pro nejdrsnější klima na světě. Model vířivky Totem. Popis, parametry, vybavení.","product_hot_tub","migrate_product","","Aktivni virivka.","196",""
"https://www.arctic-spas.cz/virivka-tundra.php","https://www.arctic-spas.cz/virivka-tundra.php","200","text/html","Vířivka Tundra - Arctic Spas - řada Custom","Venkovní vířivka Tundra","Venkovní vířivky vyrobené v Kanadě určené pro nejdrsnější klima na světě. Model vířivky Tundra. Popis, parametry, vybavení.","product_hot_tub","migrate_product","","Aktivni virivka.","218",""
"https://www.arctic-spas.cz/virivka-yukon.php","https://www.arctic-spas.cz/virivka-yukon.php","200","text/html","Vířivka Yukon - Arctic Spas - řada Custom","Venkovní vířivka Yukon","Venkovní vířivky vyrobené v Kanadě určené pro nejdrsnější klima na světě. Model vířivky Yukon. Popis, parametry, vybavení.","product_hot_tub","migrate_product","","Aktivni virivka.","217",""
"https://www.arctic-spas.cz/virivky-arctic-jako-prvni.php","https://www.arctic-spas.cz/virivky-arctic-jako-prvni.php","200","text/html","Prvenství - Arctic Spas","Arctic jako první","Vířivky Arctic Spas stále přichází jako první s novými technologiemi. Zjistěte co za více než 20 let to bylo.","content_page","review_migrate_page","","Obsahova stranka; klasifikovat v migracni mape.","106",""
"https://www.arctic-spas.cz/virivky-dreammaker.php","https://www.arctic-spas.cz/virivky-dreammaker.php","200","text/html","Vířivky Dream Maker Spas","Vířivky Dream Maker Spas","Venkovní i vnitřní vířivky DMS. Americké vířivky vyráběné metodou rotačního tváření plastu. Oceněné agenturou Spasearch jako nejlepší volba.","retired","redirect_only","/virivky/","Nemigrovat jako aktivni produkt podle briefu; zachytit kvuli SEO/UX.","85",""
"https://www.arctic-spas.cz/vodopad.php","https://www.arctic-spas.cz/vodopad.php","200","text/html","Vodopád - vířivky Arctic Spas","Zážitkový vodopád","Venkovní vířivky vyrobené v Kanadě určené pro nejdrsnější klima na světě. Popis vodopádu vířivky.","content_page","review_migrate_page","","Obsahova stranka; klasifikovat v migracni mape.","112",""
"https://www.arctic-spas.cz/vodopad-core.php","https://www.arctic-spas.cz/vodopad-core.php","200","text/html","Vodopád - vířivky Arctic Spas","Zážitkový vodopád","Venkovní vířivky vyrobené v Kanadě určené pro nejdrsnější klima na světě. Popis vodopádu vířivky.","content_page","review_migrate_page","","Obsahova stranka; klasifikovat v migracni mape.","112",""
"https://www.arctic-spas.cz/zaruka.php","https://www.arctic-spas.cz/zaruka.php","200","text/html","Záruky - Arctic Spas","Záruka","Nastandardní záruky na vířivky Arctic Spas. Zjistěte více.","content_page","review_migrate_page","","Obsahova stranka; klasifikovat v migracni mape.","89",""
"https://www.arctic-spas.cz/zasady-zpracovani-osobnich-udaju.php","https://www.arctic-spas.cz/zasady-zpracovani-osobnich-udaju.php","200","text/html","Zásady zpracování osobních údajů","Zásady zpracování a ochrany osobních údajů","Zásady zpracování osobních údajů, GDPR.","content_page","review_migrate_page","","Obsahova stranka; klasifikovat v migracni mape.","82",""
"https://www.arctic-spas.cz/zvedak-termokrytu.php","https://www.arctic-spas.cz/zvedak-termokrytu.php","200","text/html","Zvedáky a držáky krytů vířivek","Zvedák - držák termokrytu","Venkovní vířivky vyrobené v Kanadě určené pro nejdrsnější klima na světě. Zvedáky krytu vířivky - popis jak si usnadnit manipulaci s termokrytem.","content_page","review_migrate_page","","Obsahova stranka; klasifikovat v migracni mape.","112",""
